chr1	x1	x2	chr2	y1	y2	color	o	e_bl	e_donut	e_h	e_v	fdr_bl	fdr_donut	fdr_h	fdr_v	num_collapsed	centroid1	centroid2	radius
5	40490000	40500000	5	40570000	40580000	255,255,0	94	49.3908	54.1634	55.6431	56.3592	0.012613443938	0.0141724751138	0.0188499095816	0.0189923787163	1	40495000	40575000	0
5	63530000	63540000	5	63910000	63920000	255,255,0	94	32.5882	32.7051	42.3619	41.0879	5.04736444755e-10	4.53100742589e-10	1.43775492794e-05	1.50513313261e-05	2	63530000	63910000	7071.06781187
5	106620000	106630000	5	106810000	106820000	255,255,0	94	43.8203	48.1888	52.663	51.5171	9.61462951245e-06	8.76002865802e-06	0.0188499095816	0.0189923787163	1	106625000	106815000	0
5	137090000	137100000	5	137270000	137280000	255,255,0	94	60.745	51.4291	58.6169	52.4577	0.012613443938	0.0141724751138	0.0188499095816	0.0189923787163	1	137095000	137275000	0
5	176090000	176100000	5	176530000	176540000	255,255,0	94	33.2954	29.0705	36.4995	31.5564	5.04736444755e-10	2.91601816744e-15	9.08697691044e-10	9.44882591229e-10	1	176095000	176535000	0
4	16030000	16040000	4	16260000	16270000	255,255,0	94	30.247	30.9367	38.2264	38.461	3.31665914193e-15	4.53100742589e-10	9.08697691044e-10	9.44882591229e-10	5	16035000	16269000	11661.9037897
4	24480000	24490000	4	24680000	24690000	255,255,0	94	37.0089	35.0706	41.7818	40.451	5.04736444755e-10	4.53100742589e-10	1.43775492794e-05	1.50513313261e-05	4	24490000	24685000	11180.3398875
4	39680000	39690000	4	39970000	39980000	255,255,0	94	54.5279	45.0003	49.0478	56.4232	0.012613443938	8.76002865802e-06	0.0188499095816	0.0189923787163	3	39695000	39975000	10000.0
4	147940000	147950000	4	148000000	148010000	255,255,0	94	49.9098	51.7464	56.915	59.0725	0.012613443938	0.0141724751138	0.0188499095816	0.0189923787163	1	147945000	148005000	0
4	175130000	175140000	4	175230000	175240000	255,255,0	94	48.6439	43.6209	44.3118	49.3512	9.61462951245e-06	8.76002865802e-06	1.43775492794e-05	0.0189923787163	4	175142500	175240000	13462.9120178
3	10790000	10800000	3	11010000	11020000	255,255,0	94	55.804	52.6658	58.1042	52.7034	0.012613443938	0.0141724751138	0.0188499095816	0.0189923787163	1	10795000	11015000	0
3	16870000	16880000	3	17250000	17260000	255,255,0	94	54.4312	53.6549	60.9862	58.5372	0.012613443938	0.0141724751138	0.0188499095816	0.0189923787163	2	16875000	17260000	5000.0
3	59190000	59200000	3	59550000	59560000	255,255,0	94	46.2149	40.9307	49.6795	44.3107	9.61462951245e-06	8.76002865802e-06	0.0188499095816	1.50513313261e-05	2	59200000	59555000	5000.0
3	98530000	98540000	3	98710000	98720000	255,255,0	94	40.3405	32.9277	38.1233	36.7307	9.61462951245e-06	4.53100742589e-10	9.08697691044e-10	9.44882591229e-10	4	98540000	98710000	7071.06781187
3	114810000	114820000	3	114880000	114890000	255,255,0	94	50.9803	49.4604	58.0324	49.435	0.012613443938	0.0141724751138	0.0188499095816	0.0189923787163	1	114815000	114885000	0
3	142300000	142310000	3	142710000	142720000	255,255,0	94	29.8012	26.7323	31.7183	33.0904	3.31665914193e-15	2.91601816744e-15	9.08697691044e-10	9.44882591229e-10	3	142308333	142711666	7453.55992499
3	176770000	176780000	3	176910000	176920000	255,255,0	94	43.4766	38.3155	45.8047	41.0018	9.61462951245e-06	4.53100742589e-10	1.43775492794e-05	1.50513313261e-05	2	176770000	176910000	7071.06781187
3	179470000	179480000	3	180310000	180320000	255,255,0	94	44.945	37.7359	34.5731	53.2272	9.61462951245e-06	4.53100742589e-10	9.08697691044e-10	0.0189923787163	1	179475000	180315000	0
3	190850000	190860000	3	190950000	190960000	255,255,0	94	58.1964	51.7092	59.7364	52.9909	0.012613443938	0.0141724751138	0.0188499095816	0.0189923787163	1	190855000	190955000	0
2	64820000	64830000	2	65270000	65280000	255,255,0	94	55.2198	45.1477	46.5156	60.4765	0.012613443938	8.76002865802e-06	1.43775492794e-05	0.0189923787163	1	64825000	65275000	0
2	101620000	101630000	2	101760000	101770000	255,255,0	94	54.0912	48.5143	48.6191	60.5241	0.012613443938	8.76002865802e-06	1.43775492794e-05	0.0189923787163	1	101625000	101765000	0
2	208490000	208500000	2	208890000	208900000	255,255,0	94	40.3781	46.3133	55.0895	54.7208	9.61462951245e-06	8.76002865802e-06	0.0188499095816	0.0189923787163	2	208495000	208900000	5000.0
1	9680000	9690000	1	9920000	9930000	255,255,0	94	42.334	48.1069	52.586	56.7494	9.61462951245e-06	8.76002865802e-06	0.0188499095816	0.0189923787163	1	9685000	9925000	0
1	107960000	107970000	1	108070000	108080000	255,255,0	94	56.8542	52.6257	57.3299	56.2691	0.012613443938	0.0141724751138	0.0188499095816	0.0189923787163	2	107970000	108075000	5000.0
1	179080000	179090000	1	179250000	179260000	255,255,0	94	38.8598	47.9842	53.3471	47.8176	9.61462951245e-06	8.76002865802e-06	0.0188499095816	1.50513313261e-05	2	179090000	179260000	7071.06781187
1	182920000	182930000	1	183190000	183200000	255,255,0	94	47.9658	49.7292	60.1386	50.4859	9.61462951245e-06	0.0141724751138	0.0188499095816	0.0189923787163	1	182925000	183195000	0
1	182940000	182950000	1	183050000	183060000	255,255,0	94	44.1597	50.4717	56.4388	54.0893	9.61462951245e-06	0.0141724751138	0.0188499095816	0.0189923787163	1	182945000	183055000	0
1	184770000	184780000	1	185130000	185140000	255,255,0	94	30.4037	35.7152	40.7134	47.0542	3.31665914193e-15	4.53100742589e-10	1.43775492794e-05	1.50513313261e-05	2	184775000	185140000	5000.0
1	227930000	227940000	1	228140000	228150000	255,255,0	94	57.496	49.9094	52.156	50.6632	0.012613443938	0.0141724751138	0.0188499095816	0.0189923787163	4	227945000	228137500	16007.8105936
1	246660000	246670000	1	246910000	246920000	255,255,0	94	46.7858	39.2586	53.5892	39.3229	9.61462951245e-06	8.76002865802e-06	0.0188499095816	1.50513313261e-05	2	246665000	246920000	5000.0
X	1570000	1580000	X	1700000	1710000	255,255,0	94	45.9051	38.5771	48.5491	46.5742	9.61462951245e-06	4.53100742589e-10	1.43775492794e-05	1.50513313261e-05	1	1575000	1705000	0
22	38440000	38450000	22	38970000	38980000	255,255,0	93	43.3982	40.8487	38.2805	38.6639	1.67656089171e-05	1.55040569029e-05	1.96173395932e-09	2.0486425439e-09	3	38448333	38971666	7453.559925
16	12540000	12550000	16	12890000	12900000	255,255,0	93	44.0085	49.5487	55.3585	50.0921	1.67656089171e-05	0.0199125208626	0.0262725717996	0.0263168608866	2	12550000	12905000	11180.3398875
16	47070000	47080000	16	48190000	48200000	255,255,0	93	36.0576	34.2508	36.1404	43.2136	1.10652691405e-09	9.88077447999e-10	1.96173395932e-09	2.61545509337e-05	3	47071666	48191666	7453.559925
16	56990000	57000000	16	57200000	57210000	255,255,0	93	44.2095	41.9895	51.5707	47.4842	1.67656089171e-05	1.55040569029e-05	0.0262725717996	2.61545509337e-05	1	56995000	57205000	0
16	85150000	85160000	16	85280000	85290000	255,255,0	93	51.4759	47.4338	57.4657	48.6069	0.0174204251701	1.55040569029e-05	0.0262725717996	2.61545509337e-05	1	85155000	85285000	0
15	98860000	98870000	15	98960000	98970000	255,255,0	93	38.7336	38.5732	40.1056	48.5542	1.10652691405e-09	9.88077447999e-10	2.50507718146e-05	2.61545509337e-05	5	98857000	98969000	12649.1106407
15	101460000	101470000	15	101800000	101810000	255,255,0	93	46.3074	39.7854	45.3093	56.1314	1.67656089171e-05	1.55040569029e-05	2.50507718146e-05	0.0263168608866	3	101468333	101805000	12018.5042515
14	60650000	60660000	14	61020000	61030000	255,255,0	93	18.4189	20.565	26.4328	28.4017	7.50588285973e-28	8.42043796442e-21	1.34520287136e-14	1.59347516875e-14	4	60660000	61030000	7071.06781187
14	65630000	65640000	14	65870000	65880000	255,255,0	93	49.332	42.736	53.0876	50.1115	0.0174204251701	1.55040569029e-05	0.0262725717996	0.0263168608866	1	65635000	65875000	0
14	65870000	65880000	14	66290000	66300000	255,255,0	93	39.7099	34.0769	39.8625	41.3523	1.67656089171e-05	9.88077447999e-10	2.50507718146e-05	2.61545509337e-05	4	65882500	66295000	10307.764064
14	93040000	93050000	14	93230000	93240000	255,255,0	93	45.2025	50.2262	52.1369	59.7534	1.67656089171e-05	0.0199125208626	0.0262725717996	0.0263168608866	1	93045000	93235000	0
13	42240000	42250000	13	42670000	42680000	255,255,0	93	39.4282	43.4826	52.475	49.0872	1.67656089171e-05	1.55040569029e-05	0.0262725717996	0.0263168608866	3	42241666	42681666	7453.559925
12	2160000	2170000	12	2390000	2400000	255,255,0	93	45.4917	45.2397	49.7254	49.7206	1.67656089171e-05	1.55040569029e-05	0.0262725717996	0.0263168608866	1	2165000	2395000	0
12	14390000	14400000	12	14600000	14610000	255,255,0	93	46.2283	43.2794	58.1835	42.6329	1.67656089171e-05	1.55040569029e-05	0.0262725717996	2.61545509337e-05	2	14390000	14610000	7071.06781187
12	25590000	25600000	12	26170000	26180000	255,255,0	93	28.0219	26.801	30.5766	29.97	9.20898443561e-15	7.81032300452e-15	1.34520287136e-14	1.59347516875e-14	6	25590000	26175000	11180.3398875
12	27890000	27900000	12	28070000	28080000	255,255,0	93	42.0981	44.7442	51.127	47.0268	1.67656089171e-05	1.55040569029e-05	0.0262725717996	2.61545509337e-05	6	27886666	28086666	14337.2087784
12	31270000	31280000	12	31390000	31400000	255,255,0	93	39.4872	38.7039	38.9648	42.6894	1.67656089171e-05	9.88077447999e-10	2.50507718146e-05	2.61545509337e-05	2	31275000	31390000	5000.0
12	70290000	70300000	12	70960000	70970000	255,255,0	93	29.9956	36.04	41.2481	39.933	9.20898443561e-15	9.88077447999e-10	2.50507718146e-05	2.61545509337e-05	8	70288750	70973750	18456.0288253
12	105070000	105080000	12	105440000	105450000	255,255,0	93	39.8496	39.4063	37.8194	53.729	1.67656089171e-05	1.55040569029e-05	1.96173395932e-09	0.0263168608866	2	105070000	105445000	5000.0
12	114420000	114430000	12	114940000	114950000	255,255,0	93	31.6811	28.9498	35.7807	35.3771	1.10652691405e-09	7.81032300452e-15	1.96173395932e-09	2.0486425439e-09	6	114420000	114945000	15000.0
12	116710000	116720000	12	116990000	117000000	255,255,0	93	47.215	50.9762	58.785	53.3499	1.67656089171e-05	0.0199125208626	0.0262725717996	0.0263168608866	1	116715000	116995000	0
11	19100000	19110000	11	19270000	19280000	255,255,0	93	49.6868	45.9351	58.8559	45.1332	0.0174204251701	1.55040569029e-05	0.0262725717996	2.61545509337e-05	1	19105000	19275000	0
11	43920000	43930000	11	44060000	44070000	255,255,0	93	57.3515	51.4449	55.4488	59.0816	0.0174204251701	0.0199125208626	0.0262725717996	0.0263168608866	3	43915000	44061666	12018.5042515
11	110060000	110070000	11	110300000	110310000	255,255,0	93	56.9072	42.0182	59.2008	43.7511	0.0174204251701	1.55040569029e-05	0.0262725717996	2.61545509337e-05	2	110070000	110310000	7071.06781187
10	50180000	50190000	10	50720000	50730000	255,255,0	93	40.8361	34.0558	37.7668	42.5696	1.67656089171e-05	9.88077447999e-10	1.96173395932e-09	2.61545509337e-05	1	50185000	50725000	0
10	111640000	111650000	10	111890000	111900000	255,255,0	93	55.1644	41.7874	57.6639	39.8545	0.0174204251701	1.55040569029e-05	0.0262725717996	2.61545509337e-05	1	111645000	111895000	0
9	610000	620000	9	790000	800000	255,255,0	93	46.644	49.0229	58.6551	54.5417	1.67656089171e-05	0.0199125208626	0.0262725717996	0.0263168608866	1	615000	795000	0
9	86790000	86800000	9	86930000	86940000	255,255,0	93	45.6708	47.1862	49.7779	56.089	1.67656089171e-05	1.55040569029e-05	0.0262725717996	0.0263168608866	1	86795000	86935000	0
9	87280000	87290000	9	87560000	87570000	255,255,0	93	40.6368	46.7207	52.6718	56.0702	1.67656089171e-05	1.55040569029e-05	0.0262725717996	0.0263168608866	1	87285000	87565000	0
9	91930000	91940000	9	92160000	92170000	255,255,0	93	54.0417	37.9017	40.3045	50.3621	0.0174204251701	9.88077447999e-10	2.50507718146e-05	0.0263168608866	1	91935000	92165000	0
9	107540000	107550000	9	107900000	107910000	255,255,0	93	43.4338	40.0719	46.7925	42.9602	1.67656089171e-05	1.55040569029e-05	2.50507718146e-05	2.61545509337e-05	3	107541666	107911666	7453.559925
8	12570000	12580000	8	12680000	12690000	255,255,0	93	39.8741	45.1486	46.5679	56.8299	1.67656089171e-05	1.55040569029e-05	2.50507718146e-05	0.0263168608866	1	12575000	12685000	0
8	117800000	117810000	8	118050000	118060000	255,255,0	93	35.1915	29.7156	35.2281	39.2693	1.10652691405e-09	7.81032300452e-15	1.96173395932e-09	2.61545509337e-05	4	117802500	118052500	12747.548784
8	125040000	125050000	8	125430000	125440000	255,255,0	93	35.4368	32.1246	36.0931	44.0111	1.10652691405e-09	9.88077447999e-10	1.96173395932e-09	2.61545509337e-05	3	125048333	125438333	7453.559925
8	128750000	128760000	8	128920000	128930000	255,255,0	93	55.1897	49.9011	61.1981	48.2231	0.0174204251701	0.0199125208626	0.0262725717996	2.61545509337e-05	1	128755000	128925000	0
8	137490000	137500000	8	137720000	137730000	255,255,0	93	48.2826	40.4491	41.8591	51.3375	1.67656089171e-05	1.55040569029e-05	2.50507718146e-05	0.0263168608866	1	137495000	137725000	0
7	42970000	42980000	7	43290000	43300000	255,255,0	93	41.1147	39.1746	44.0404	42.4979	1.67656089171e-05	1.55040569029e-05	2.50507718146e-05	2.61545509337e-05	2	42980000	43295000	5000.0
7	45950000	45960000	7	47120000	47130000	255,255,0	93	22.9315	24.5932	28.7575	29.0273	8.43445743631e-21	7.81032300452e-15	1.34520287136e-14	1.59347516875e-14	5	45959000	47127000	12649.1106407
7	50530000	50540000	7	50730000	50740000	255,255,0	93	46.9918	45.8578	60.0865	52.1862	1.67656089171e-05	1.55040569029e-05	0.0262725717996	0.0263168608866	4	50537500	50745000	10307.764064
7	99510000	99520000	7	99670000	99680000	255,255,0	93	56.26	47.5851	60.0	53.3243	0.0174204251701	1.55040569029e-05	0.0262725717996	0.0263168608866	1	99515000	99675000	0
6	590000	600000	6	780000	790000	255,255,0	93	37.1827	35.4099	43.6582	35.3785	1.10652691405e-09	9.88077447999e-10	2.50507718146e-05	2.0486425439e-09	1	595000	785000	0
6	64060000	64070000	6	64210000	64220000	255,255,0	93	41.2412	38.7225	48.737	39.2046	1.67656089171e-05	9.88077447999e-10	2.50507718146e-05	2.61545509337e-05	1	64065000	64215000	0
6	84590000	84600000	6	84930000	84940000	255,255,0	93	28.7422	25.909	32.3912	31.7273	9.20898443561e-15	7.81032300452e-15	1.96173395932e-09	2.0486425439e-09	5	84591000	84927000	12649.1106407
6	156880000	156890000	6	157100000	157110000	255,255,0	93	43.511	39.5593	50.3921	39.3251	1.67656089171e-05	1.55040569029e-05	0.0262725717996	2.61545509337e-05	1	156885000	157105000	0
5	55000000	55010000	5	55210000	55220000	255,255,0	93	56.9732	46.0494	56.0635	50.9194	0.0174204251701	1.55040569029e-05	0.0262725717996	0.0263168608866	1	55005000	55215000	0
5	96330000	96340000	5	96490000	96500000	255,255,0	93	53.9479	39.2686	35.6178	54.8629	0.0174204251701	1.55040569029e-05	1.96173395932e-09	0.0263168608866	2	96335000	96485000	10000.0
5	121520000	121530000	5	121750000	121760000	255,255,0	93	31.2944	30.3596	35.1235	33.7676	1.10652691405e-09	7.81032300452e-15	1.96173395932e-09	2.0486425439e-09	3	121528333	121748333	7453.559925
5	134900000	134910000	5	135150000	135160000	255,255,0	93	36.49	43.9943	47.675	56.1626	1.10652691405e-09	1.55040569029e-05	2.50507718146e-05	0.0263168608866	3	134901666	135161666	7453.55992499
5	147000000	147010000	5	147200000	147210000	255,255,0	93	24.3436	22.9664	27.3209	27.5765	8.43445743631e-21	8.42043796442e-21	1.34520287136e-14	1.59347516875e-14	4	147007500	147205000	10307.764064
4	10160000	10170000	4	10400000	10410000	255,255,0	93	46.6962	46.4547	53.0801	44.785	1.67656089171e-05	1.55040569029e-05	0.0262725717996	2.61545509337e-05	1	10165000	10405000	0
4	41280000	41290000	4	41650000	41660000	255,255,0	93	34.3433	31.1502	41.1264	35.5358	1.10652691405e-09	9.88077447999e-10	2.50507718146e-05	2.0486425439e-09	4	41282500	41657500	17677.6695297
4	113020000	113030000	4	113440000	113450000	255,255,0	93	26.233	33.4773	40.1177	42.1397	9.20898443561e-15	9.88077447999e-10	2.50507718146e-05	2.61545509337e-05	4	113020000	113445000	11180.3398875
4	114860000	114870000	4	114990000	115000000	255,255,0	93	51.1877	48.3907	51.8622	51.2772	0.0174204251701	1.55040569029e-05	0.0262725717996	0.0263168608866	1	114865000	114995000	0
4	169840000	169850000	4	169920000	169930000	255,255,0	93	52.1222	45.5806	47.51	51.095	0.0174204251701	1.55040569029e-05	2.50507718146e-05	0.0263168608866	1	169845000	169925000	0
3	33920000	33930000	3	34720000	34730000	255,255,0	93	27.6201	22.2435	24.0219	29.7269	9.20898443561e-15	8.42043796442e-21	9.52824727455e-21	1.59347516875e-14	3	33921666	34721666	7453.559925
3	156410000	156420000	3	156540000	156550000	255,255,0	93	56.9961	50.8923	57.1061	51.1879	0.0174204251701	0.0199125208626	0.0262725717996	0.0263168608866	2	156410000	156540000	7071.06781187
3	178160000	178170000	3	178670000	178680000	255,255,0	93	36.841	42.888	56.5448	52.6459	1.10652691405e-09	1.55040569029e-05	0.0262725717996	0.0263168608866	7	178156428	178682142	15452.3626091
2	11270000	11280000	2	11580000	11590000	255,255,0	93	46.9151	39.7284	53.4552	41.9865	1.67656089171e-05	1.55040569029e-05	0.0262725717996	2.61545509337e-05	1	11275000	11585000	0
2	64550000	64560000	2	65090000	65100000	255,255,0	93	31.7726	34.7103	43.108	41.3137	1.10652691405e-09	9.88077447999e-10	2.50507718146e-05	2.61545509337e-05	4	64560000	65097500	16770.5098312
2	98420000	98430000	2	98990000	99000000	255,255,0	93	39.435	45.7453	51.5421	61.3035	1.67656089171e-05	1.55040569029e-05	0.0262725717996	0.0263168608866	2	98425000	99000000	5000.0
2	113380000	113390000	2	113700000	113710000	255,255,0	93	41.7358	47.3222	54.653	53.4806	1.67656089171e-05	1.55040569029e-05	0.0262725717996	0.0263168608866	2	113375000	113710000	11180.3398875
2	135760000	135770000	2	136460000	136470000	255,255,0	93	28.1943	32.0658	39.3566	35.689	9.20898443561e-15	9.88077447999e-10	2.50507718146e-05	2.0486425439e-09	2	135765000	136470000	5000.0
1	51240000	51250000	1	51650000	51660000	255,255,0	93	36.0819	36.5208	40.77	44.0255	1.10652691405e-09	9.88077447999e-10	2.50507718146e-05	2.61545509337e-05	2	51240000	51655000	5000.0
1	64610000	64620000	1	64700000	64710000	255,255,0	93	56.4242	49.7851	48.3585	59.0178	0.0174204251701	0.0199125208626	2.50507718146e-05	0.0263168608866	1	64615000	64705000	0
1	158760000	158770000	1	158970000	158980000	255,255,0	93	54.687	47.8006	51.341	55.9776	0.0174204251701	1.55040569029e-05	0.0262725717996	0.0263168608866	3	158785000	158971666	20275.875101
1	222970000	222980000	1	223260000	223270000	255,255,0	93	46.0208	47.4114	51.843	60.1664	1.67656089171e-05	1.55040569029e-05	0.0262725717996	0.0263168608866	3	222971666	223258333	7453.55992499
1	226170000	226180000	1	226300000	226310000	255,255,0	93	47.5855	40.4353	51.2335	42.634	1.67656089171e-05	1.55040569029e-05	0.0262725717996	2.61545509337e-05	2	226180000	226305000	5000.0
X	30590000	30600000	X	30720000	30730000	255,255,0	93	51.6743	51.7372	59.8496	59.2853	0.0174204251701	0.0199125208626	0.0262725717996	0.0263168608866	3	30591666	30728333	7453.559925
21	37790000	37800000	21	38300000	38310000	255,255,0	92	43.4429	37.259	40.1068	45.6707	2.89956032574e-05	2.15306063113e-09	4.28999008851e-05	4.45698408874e-05	2	37790000	38295000	11180.3398875
20	47940000	47950000	20	48490000	48500000	255,255,0	92	38.5365	44.8332	57.944	46.0453	2.39331895037e-09	2.68829316324e-05	0.0360331627874	4.45698408874e-05	2	47945000	48480000	15000.0
20	48150000	48160000	20	48510000	48520000	255,255,0	92	60.5716	46.5444	59.3071	46.7159	0.0238009671252	2.68829316324e-05	0.0360331627874	4.45698408874e-05	1	48155000	48515000	0
19	7630000	7640000	19	7860000	7870000	255,255,0	92	35.1831	40.2108	48.8233	41.9736	2.39331895037e-09	2.68829316324e-05	4.28999008851e-05	4.45698408874e-05	2	7640000	7865000	5000.0
19	38890000	38900000	19	39120000	39130000	255,255,0	92	38.8092	40.1391	51.4483	40.8572	2.39331895037e-09	2.68829316324e-05	0.0360331627874	4.45698408874e-05	2	38895000	39120000	5000.0
19	48850000	48860000	19	49090000	49100000	255,255,0	92	41.1366	46.6936	43.2845	61.2466	2.89956032574e-05	2.68829316324e-05	4.28999008851e-05	0.0363758530814	2	48855000	49090000	5000.0
18	11730000	11740000	18	12030000	12040000	255,255,0	92	41.3583	40.9743	48.9931	47.5117	2.89956032574e-05	2.68829316324e-05	0.0360331627874	4.45698408874e-05	1	11735000	12035000	0
18	13810000	13820000	18	14080000	14090000	255,255,0	92	34.5533	30.4168	33.0853	37.9144	2.39331895037e-09	2.10596085408e-14	4.22827327213e-09	4.41122842295e-09	4	13825000	14082500	10307.764064
17	4800000	4810000	17	4960000	4970000	255,255,0	92	58.5908	44.6858	47.6625	53.294	0.0238009671252	2.68829316324e-05	4.28999008851e-05	0.0363758530814	2	4810000	4965000	5000.0
17	42020000	42030000	17	42240000	42250000	255,255,0	92	44.6824	43.8923	47.4827	54.2766	2.89956032574e-05	2.68829316324e-05	4.28999008851e-05	0.0363758530814	2	42020000	42245000	5000.0
17	46750000	46760000	17	47110000	47120000	255,255,0	92	56.4689	44.5223	49.5462	47.8474	0.0238009671252	2.68829316324e-05	0.0360331627874	4.45698408874e-05	2	46755000	47110000	5000.0
16	80560000	80570000	16	80860000	80870000	255,255,0	92	47.2026	39.7271	45.0526	43.5529	2.89956032574e-05	2.68829316324e-05	4.28999008851e-05	4.45698408874e-05	3	80568333	80861666	7453.559925
15	35360000	35370000	15	35740000	35750000	255,255,0	92	38.0049	36.8793	44.5494	39.4249	2.39331895037e-09	2.15306063113e-09	4.28999008851e-05	4.45698408874e-05	6	35371666	35741666	14907.11985
15	39990000	40000000	15	40040000	40050000	255,255,0	92	52.5093	52.9456	54.9033	55.8053	0.0238009671252	0.0276360967157	0.0360331627874	0.0363758530814	2	39985000	40050000	11180.3398875
14	24050000	24060000	14	24400000	24410000	255,255,0	92	51.8597	38.6625	51.4865	47.0003	0.0238009671252	2.15306063113e-09	0.0360331627874	4.45698408874e-05	4	24057500	24387500	17677.6695297
14	75780000	75790000	14	76110000	76120000	255,255,0	92	51.728	41.305	54.8483	46.5483	0.0238009671252	2.68829316324e-05	0.0360331627874	4.45698408874e-05	4	75787500	76115000	12500.0
13	31800000	31810000	13	31990000	32000000	255,255,0	92	47.6569	41.7218	43.9583	50.1939	2.89956032574e-05	2.68829316324e-05	4.28999008851e-05	0.0363758530814	2	31810000	31995000	5000.0
12	93960000	93970000	12	94140000	94150000	255,255,0	92	49.3958	51.668	54.3168	58.8361	0.0238009671252	0.0276360967157	0.0360331627874	0.0363758530814	2	93965000	94135000	10000.0
12	102320000	102330000	12	102870000	102880000	255,255,0	92	34.1973	37.999	46.5403	42.6999	2.39331895037e-09	2.15306063113e-09	4.28999008851e-05	4.45698408874e-05	3	102321666	102878333	7453.559925
12	110530000	110540000	12	110870000	110880000	255,255,0	92	38.3668	33.9012	40.4309	37.3712	2.39331895037e-09	2.15306063113e-09	4.28999008851e-05	4.41122842295e-09	4	110535000	110867500	10307.764064
11	17240000	17250000	11	17520000	17530000	255,255,0	92	32.4734	31.925	40.8194	35.7823	2.39331895037e-09	2.15306063113e-09	4.28999008851e-05	4.41122842295e-09	2	17250000	17525000	5000.0
11	17250000	17260000	11	17400000	17410000	255,255,0	92	54.1917	47.7464	57.9792	41.2058	0.0238009671252	2.68829316324e-05	0.0360331627874	4.45698408874e-05	1	17255000	17405000	0
11	20410000	20420000	11	20630000	20640000	255,255,0	92	37.0768	30.9738	32.4469	43.5904	2.39331895037e-09	2.15306063113e-09	4.22827327213e-09	4.45698408874e-05	3	20411666	20631666	7453.559925
11	94980000	94990000	11	95430000	95440000	255,255,0	92	40.5659	50.7801	46.8377	58.1066	2.89956032574e-05	0.0276360967157	4.28999008851e-05	0.0363758530814	1	94985000	95435000	0
11	117000000	117010000	11	117080000	117090000	255,255,0	92	40.1278	37.7667	36.8109	44.1694	2.89956032574e-05	2.15306063113e-09	4.22827327213e-09	4.45698408874e-05	1	117005000	117085000	0
11	128050000	128060000	11	128630000	128640000	255,255,0	92	30.8757	44.5773	54.367	45.2738	2.53918129943e-14	2.68829316324e-05	0.0360331627874	4.45698408874e-05	1	128055000	128635000	0
10	27850000	27860000	10	27940000	27950000	255,255,0	92	52.7195	51.4493	51.8609	57.1487	0.0238009671252	0.0276360967157	0.0360331627874	0.0363758530814	3	27851666	27948333	7453.559925
10	95310000	95320000	10	95430000	95440000	255,255,0	92	47.2778	43.6937	51.4905	45.8087	2.89956032574e-05	2.68829316324e-05	0.0360331627874	4.45698408874e-05	1	95315000	95435000	0
10	121360000	121370000	10	121620000	121630000	255,255,0	92	53.2675	48.4193	46.398	60.5702	0.0238009671252	2.68829316324e-05	4.28999008851e-05	0.0363758530814	1	121365000	121625000	0
8	41550000	41560000	8	42000000	42010000	255,255,0	92	38.2805	33.6325	40.2096	37.8534	2.39331895037e-09	2.15306063113e-09	4.28999008851e-05	4.41122842295e-09	2	41560000	42005000	5000.0
8	65490000	65500000	8	65770000	65780000	255,255,0	92	37.8157	39.4401	59.3449	37.1837	2.39331895037e-09	2.68829316324e-05	0.0360331627874	4.41122842295e-09	1	65495000	65775000	0
8	72730000	72740000	8	72920000	72930000	255,255,0	92	59.4624	35.0967	56.262	29.4531	0.0238009671252	2.15306063113e-09	0.0360331627874	4.40235149398e-14	1	72735000	72925000	0
8	141950000	141960000	8	142180000	142190000	255,255,0	92	45.5	46.9169	51.3048	53.9994	2.89956032574e-05	2.68829316324e-05	0.0360331627874	0.0363758530814	1	141955000	142185000	0
7	25930000	25940000	7	26230000	26240000	255,255,0	92	37.9893	35.655	47.6439	33.5529	2.39331895037e-09	2.15306063113e-09	4.28999008851e-05	4.41122842295e-09	1	25935000	26235000	0
7	39930000	39940000	7	40090000	40100000	255,255,0	92	41.865	39.9588	42.6323	48.153	2.89956032574e-05	2.68829316324e-05	4.28999008851e-05	4.45698408874e-05	4	39935000	40092500	10307.764064
6	3280000	3290000	6	3700000	3710000	255,255,0	92	32.5944	38.6553	61.1177	38.1905	2.39331895037e-09	2.15306063113e-09	0.0360331627874	4.41122842295e-09	1	3285000	3705000	0
6	6050000	6060000	6	6540000	6550000	255,255,0	92	49.113	37.9699	51.3199	46.2178	0.0238009671252	2.15306063113e-09	0.0360331627874	4.45698408874e-05	1	6055000	6545000	0
6	79770000	79780000	6	79950000	79960000	255,255,0	92	51.9819	48.0929	47.773	54.7053	0.0238009671252	2.68829316324e-05	4.28999008851e-05	0.0363758530814	1	79775000	79955000	0
6	130070000	130080000	6	130250000	130260000	255,255,0	92	45.5036	44.6425	48.1625	47.5218	2.89956032574e-05	2.68829316324e-05	4.28999008851e-05	4.45698408874e-05	1	130075000	130255000	0
5	43220000	43230000	5	43390000	43400000	255,255,0	92	38.7784	43.8652	45.1202	55.2699	2.39331895037e-09	2.68829316324e-05	4.28999008851e-05	0.0363758530814	1	43225000	43395000	0
5	58480000	58490000	5	58670000	58680000	255,255,0	92	33.4812	27.4887	32.2711	34.6779	2.39331895037e-09	2.10596085408e-14	4.22827327213e-09	4.41122842295e-09	5	58485000	58675000	10000.0
